"ID","French","English","Italian","German","Russian","Spanish","LatAm","Czech","Hungarian","Polish","IdPlayerNameTypes","Part"
"1516","Morpha","Morpha","Morpha","Morpha","Морфе","Morpha","Morpha","Morpha","Morpha","Morpha","19","1"
"1517","da Dresseur","ke Beastmaster","ke Guidabestie","ke Tierbändiger","йк Дрессировщик","ke Señor de las Bestias","ke Señor de las Bestias","ke Beastmaster","ke Beastmaster","ke Władca Bestii","19","2"
"1518","Surg","Surg","Surg","Surg","Сердж","Surg","Surg","Surg","Surg","Surg","19","1"
"1519","du Tordeur","ite Wring","ite Mortifero","ite Wringer","айт Крученый","ite Retorcido","ite Retorcido","ite Wring","ite Wring","ite Skręciłeb","19","2"
"1520","Patch","Patch","Patch","Patch","Лоскут","Patch","Patch","Patch","Patch","Patch","19","1"
"1521","trop Rapide","im the Quick","im il veloce","im der Schnelle","им Шустрый","im el Rápido","im el Rápido","im the Corrupted","im the Corrupted","im Szybki","19","2"
"1522","Chir","Chir","Chir","Chir","Чир","Chir","Chir","Chir","Chir","Chir","19","1"
"1523","de Tricheur","ose Chitter","ose Imbroglione","ose Zwitscher","оуз Пискун","ose Tramposo","ose Tramposo","ose Tangle","ose Tangle","ose Oszust","19","2"
"1524","Alt","Alt","Alt","Alt","Альт","Alt","Alt","Alt","Alt","Alt","19","1"
"1525","du Bidouille","intro Gnaw","intro mascellone","intro Kauer","интро Грызун","intro Roedor","intro Roedor","intro Northern","intro Northern","intro Obgryzacz","19","2"
"1526","Lash","Lash","Lash","Lash","Лаш","Lash","Lash","Lash","Lash","Lash","19","1"
"1527","angle Vif","amute Squeek","amute Sgusciante","amute Quietsch","амут Пискля","amute Crujido","amute Crujido","amute Dominator","amute Dominator","amute Pisk","19","2"
"1528","Jumb","Jumb","Jumb","Jumb","Джамб","Jumb","Jumb","Jumb","Jumb","Jumb","19","1"
"1529","able Gueuler","able Snarl","able Farabutto","able Knurr","эйбл Рык","able Gruñido","able Gruñido","able Snarl","able Snarl","able Warkot","19","2"
"1530","Serange","Serange","Serange","Serange","Серанг","Serange","Serange","Serange","Serange","Serange","2","1"
"1531","Enan","Enan","Enan","Enan","Энан","Enan","Enan","Enan","Enan","Enan","2","1"
"1532","Admund","Admund","Admund","Edmund","Адмунд","Admund","Admund","Admund","Admund","Admund","2","1"
"1533","Jek","Jek","Jek","Jek","Джек","Jek","Jek","Jek","Jek","Jek","2","1"
"1534","Woras","Woras","Woras","Woras","Ворас","Woras","Woras","Woras","Woras","Woras","2","1"
"1535","Davion","Davion","Davion","Davion","Давион","Davion","Davion","Davion","Davion","Davion","2","1"
"1536","Hob","Hob","Hob","Hob","Хоб","Hob","Hob","Hob","Hob","Hob","2","1"
"1537","Hatard","Hatard","Hatard","Hatard","Хатард","Hatard","Hatard","Hatard","Hatard","Hatard","2","1"
"1538","Franz","Franz","Franz","Franz","Франц","Franz","Franz","Franz","Franz","Franz","2","1"
"1539","Viggo","Viggo","Viggo","Viggo","Вигго","Viggo","Viggo","Viggo","Viggo","Viggo","2","1"
"1540","Ardtrai","Ardtrai","Ardtrai","Ardtrai","Ардтрай","Ardtrai","Ardtrai","Ardtrai","Ardtrai","Ardtrai","2","1"
"1541","Ridoa","Ridoa","Ridoa","Ridoa","Ридоа","Ridoa","Ridoa","Ridoa","Ridoa","Ridoa","2","1"
"1542","Eisore","Eisore","Eisore","Eisore","Элизор","Eisore","Eisore","Eisore","Eisore","Eisore","2","1"
"1543","Alekim","Alekim","Alekim","Alekim","Алеким","Alekim","Alekim","Alekim","Alekim","Alekim","2","1"
"1544","Griswold","Griswold","Griswold","Griswald","Грисвольд","Griswold","Griswold","Griswold","Griswold","Griswold","2","1"
"1545","Awrod","Awrod","Awrod","Awrod","Аврод","Awrod","Awrod","Awrod","Awrod","Awrod","2","1"
"1546","Dynon","Dynon","Dynon","Dynon","Динон","Dynon","Dynon","Dynon","Dynon","Dynon","2","1"
"1547"," le Gentil"," the Gentle"," il gentile"," der Sanfte"," Кроткий"," el Gentil"," el Gentil"," Laskavý",", a gyöngéd"," Delikatny","2","2"
"1548"," l'Ovateur"," the Applauder"," l'applauditore"," der Klatscher"," Зритель"," el Aplaudidor"," el Aplaudidor"," Tleskač",", a tapsoló"," Sławny","2","2"
"1549"," le Crépu"," the Frizzy"," il frizzante"," der Wuschelige"," Курчавый"," el Crespo"," el Crespo"," Kudrnáč",", a fürtös"," Kędzierzawy","2","2"
"1550"," l'Anti"," the Anti"," l'antitutto"," der Anti"," Противник"," el Enemigo"," el Enemigo"," Protivník",", az ellenkező"," Sceptyk","2","2"
"1551"," le Rageux"," the Angry"," il furibondo"," der Wütende"," Злой"," el Enfadado"," el Enfadado"," Zlý",", a mérges"," Wściekły","2","2"
"1552"," l'Amical"," the Friendly"," l'amichevole"," der Freundliche"," Дружелюбный"," el Amistoso"," el Amistoso"," Přátelský",", a barátságos"," Przyjacielski","2","2"
"1553"," le Sentimental"," the Sentimental"," il sentimentale"," der Sentimentale"," Сентиментальный"," el Sentimental"," el Sentimental"," Sentimentální",", a szentimentális"," Sentymentalny","2","2"
"1554"," le Héros"," the Heros"," l'eroico"," der Heros"," Герои"," el Héroe"," el Héroe"," Hrdinský",", a hérosz"," Bohater","2","2"
"1555"," le Consentant"," the Willing"," il volitivo"," der Willige"," Готовый"," el Voluntarioso"," el Voluntarioso"," Svolný",", a készséges"," Chętny","2","2"
"1556"," le Fustigueur"," the Punisher"," il punitore"," der Folterer"," Каратель"," el Castigador"," el Castigador"," Popravčí",", a megtorló"," Mściciel","2","2"
"1557"," l'Admiratif"," the Admirer"," l'ammiratore"," der Bewunderer"," Поклонник"," el Admirador"," el Admirador"," Ctitel",", a csodáló"," Adorator","2","2"
"1558"," le Simple"," the Simple"," il semplice"," der Einfache"," Простак"," el Simple"," el Simple"," Prostý",", az egyszerű"," Prostak","2","2"
"1559"," le Musculeux"," the Muscular"," il muscoloso"," der Muskulöse"," Атлет"," el Musculoso"," el Musculoso"," Svalnatý",", az izmos"," Muskularny","2","2"
"1560"," le Doigtcourt"," the Short-fingered"," il ditacorte"," der Kurzfingrige"," Короткопалый"," el Dedos Cortos"," el Dedos Cortos"," Krátkoprstý",", a tömpeujjú"," Krótkopalcy","2","2"
"1561"," le Simplet"," the Fool"," il buffone"," der Narr"," Болван"," el Idiota"," el Idiota"," Hlupák",", a bolond"," Głupiec","2","2"
"1562"," l'Aimé"," the Beloved"," l'amato"," der Geliebte"," Любовник"," el Amado"," el Amado"," Miláček",", az imádott"," Ulubieniec","2","2"
"1563"," l'Idole"," the Idol"," l'idolo"," das Idol"," Идол"," el Ídolo"," el Ídolo"," Modla",", a bálvány"," Idol","2","2"
"1564","Gerber","Gerber","Gerber","Gerber","Гербер","Gerber","Gerber","Gerber","Gerber","Gerber","3","1"
"1565","Eber","Eber","Eber","Eber","Эбер","Eber","Eber","Eber","Eber","Eber","3","1"
"1566","Emil","Emil","Emil","Emil","Эмиль","Emil","Emil","Emil","Emil","Emil","3","1"
"1567","Lebbel","Lebbel","Lebbel","Lebbel","Леббел","Lebbel","Lebbel","Lebbel","Lebbel","Lebbel","3","1"
"1568","Arne","Arne","Arne","Arne","Арне","Arne","Arne","Arne","Arne","Arne","3","1"
"1569","Detlef","Detlef","Detlef","Detlef","Детлеф","Detlef","Detlef","Detlef","Detlef","Detlef","3","1"
"1570","Manfred","Manfred","Manfred","Manfred","Манфред","Manfred","Manfred","Manfred","Manfred","Manfred","3","1"
"1571","Eomund","Eomund","Eomund","Eomund","Эомунд","Eomund","Eomund","Eomund","Eomund","Eomund","3","1"
"1572","Goran","Goran","Goran","Goran","Горан","Goran","Goran","Goran","Goran","Goran","3","1"
"1573","Admund","Admund","Admund","Edmund","Адмунд","Admund","Admund","Admund","Admund","Admund","3","1"
"1574","Gothard","Gothard","Gothard","Gothard","Готард","Gothard","Gothard","Gothard","Gothard","Gothard","3","1"
"1575","Meinholf","Meinholf","Meinholf","Meinholf","Мейнхольф","Meinholf","Meinholf","Meinholf","Meinholf","Meinholf","3","1"
"1576","Hildred","Hildred","Hildred","Hildred","Хильдред","Hildred","Hildred","Hildred","Hildred","Hildred","3","1"
"1577","Odamar","Odamar","Odamar","Odamar","Одамар","Odamar","Odamar","Odamar","Odamar","Odamar","3","1"
"1578","Detlef","Detlef","Detlef","Detlef","Детлеф","Detlef","Detlef","Detlef","Detlef","Detlef","3","1"
"1579"," Delchasam"," Delchasam"," Delchasam"," Delchasam"," Делчезам"," Delchasam"," Delchasam"," Delchasam"," Delchasam"," Delchasam","3","2"
"1580"," Slodar"," Slodar"," Slodar"," Slodar"," Слодар"," Slodar"," Slodar"," Slodar"," Slodar"," Slodar","3","2"
"1581"," Rustia"," Rustia"," Rustia"," Rustia"," Рустия"," Rustia"," Rustia"," Rustia"," Rustia"," Rustia","3","2"
"1582"," Rosulver"," Rosulver"," Rosulver"," Rosulver"," Розулвер"," Rosulver"," Rosulver"," Rosulver"," Rosulver"," Rosulver","3","2"
"1583"," Dorisdel"," Dorisdel"," Dorisdel"," Dorisdel"," Дорисдел"," Dorisdel"," Dorisdel"," Dorisdel"," Dorisdel"," Dorisdel","3","2"
"1584"," Laistia"," Laistia"," Laistia"," Laistia"," Лестия"," Laistia"," Laistia"," Laistia"," Laistia"," Laistia","3","2"
"1585"," Tonkai"," Tonkai"," Tonkai"," Tonkai"," Тонкай"," Tonkai"," Tonkai"," Tonkai"," Tonkai"," Tonkai","3","2"
"1586"," Jolted"," Jolted"," Jolted"," Jolted"," Джолтед"," Jolted"," Jolted"," Jolted"," Jolted"," Jolted","3","2"
"1587"," Roblor"," Roblor"," Roblor"," Roblor"," Роблор"," Roblor"," Roblor"," Roblor"," Roblor"," Roblor","3","2"
"1588"," Angurney"," Angurney"," Angurney"," Angurney"," Ангурни"," Angurney"," Angurney"," Angurney"," Angurney"," Angurney","3","2"
"1589"," Mehia"," Mehia"," Mehia"," Mehia"," Мейа"," Mehia"," Mehia"," Mehia"," Mehia"," Mehia","3","2"
"1590"," Doudir"," Doudir"," Doudir"," Doudir"," Дудир"," Doudir"," Doudir"," Doudir"," Doudir"," Doudir","3","2"
"1591"," Teegler"," Teegler"," Teegler"," Teegler"," Тиглер"," Teegler"," Teegler"," Teegler"," Teegler"," Teegler","3","2"
"1592"," Grayland"," Grayland"," Grayland"," Grayland"," Грейленд"," Grayland"," Grayland"," Grayland"," Grayland"," Grayland","3","2"
"1593"," Doolist"," Doolist"," Doolist"," Doolist"," Дулист"," Doolist"," Doolist"," Doolist"," Doolist"," Doolist","3","2"
"1594","Eomund","Eomund","Eomund","Eomund","Эомунд","Eomund","Eomund","Eomund","Eomund","Eomund","3","1"
"1595","Gerhart","Gerhart","Gerhart","Gerhart","Герхарт","Gerhart","Gerhart","Gerhart","Gerhart","Gerhart","3","1"
"1596"," Smutzer"," Smutzer"," Smutzer"," Schmutzer"," Шмуцер"," Smutzer"," Smutzer"," Smutzer"," Smutzer","of Lyonesse","1","2"
"1597"," Advar"," Advar"," Advar"," Advar"," Адвар"," Advar"," Advar"," Advar"," Advar"," Advar","1","2"
"1598"," Fleisch"," Fleisch"," Fleisch"," Fleisch"," Флейш"," Fleisch"," Fleisch"," Fleisch"," Fleisch"," Fleisch","1","2"
"1599"," Advar"," Advar"," Advar"," Advar"," Адвар"," Advar"," Advar"," Advar"," Advar"," Advar","1","2"
"1600"," Ulman"," Ulman"," Ulman"," Ulman"," Улман"," Ulman"," Ulman"," Ulman"," Ulman"," Ulman","1","2"
"1601"," Farren"," Farren"," Farren"," Farren"," Фаррен"," Farren"," Farren"," Farren"," Farren"," Farren","1","2"
"1602"," Hamlyn"," Hamlyn"," Hamlyn"," Hamlyn"," Хамлин"," Hamlyn"," Hamlyn"," Hamlyn"," Hamlyn"," Hamlyn","1","2"
"1603"," Leopold"," Leopold"," Leopold"," Leopold"," Леопольд"," Leopold"," Leopold"," Leopold"," Leopold"," Leopold","1","2"
"1604"," Hamlyn"," Hamlyn"," Hamlyn"," Hamlyn"," Хамлин"," Hamlyn"," Hamlyn"," Hamlyn"," Hamlyn"," Hamlyn","1","2"
"1605"," Sigric"," Sigric"," Sigric"," Sigric"," Сигрик"," Sigric"," Sigric"," Sigric"," Sigric"," Sigric","1","2"
"1606"," Bosch"," Bosch"," Bosch"," Bosch"," Бош"," Bosch"," Bosch"," Bosch"," Bosch"," Bosch","1","2"
"1607"," Lutolf"," Lutolf"," Lutolf"," Lutolf"," Лутольф"," Lutolf"," Lutolf"," Lutolf"," Lutolf"," Lutolf","1","2"
"1608"," Valdred"," Valdred"," Valdred"," Valdred"," Валдред"," Valdred"," Valdred"," Valdred"," Valdred"," Valdred","1","2"
"1609"," Panzermann"," Panzermann"," Panzermann"," Panzermann"," Панцерман"," Panzermann"," Panzermann"," Panzermann"," Panzermann"," Panzermann","1","2"
"1610"," Dalrymple"," Dalrymple"," Dalrymple"," Dalrymple"," Далримпл"," Dalrymple"," Dalrymple"," Dalrymple"," Dalrymple"," Dalrymple","1","2"
"1611"," Smutzer"," Smutzer"," Smutzer"," Schmutzer"," Шмуцер"," Smutzer"," Smutzer"," Smutzer"," Smutzer"," Smutzer","1","2"
"1612"," Hoffenmiester"," Hoffenmiester"," Hoffenmiester"," Hoffenmeister"," Хоффенмейстер"," Hoffenmiester"," Hoffenmiester"," Hoffenmiester"," Hoffenmiester"," Hoffenmiester","1","2"
"1613"," Fentleberry"," Fentleberry"," Fentleberry"," Fentelbeere"," Фентлберри"," Fentleberry"," Fentleberry"," Fentleberry"," Fentleberry"," Fentleberry","1","2"
"1614"," Wulf"," Wulf"," Wulf"," Wulf"," Вульф"," Wulf"," Wulf"," Wulf"," Wulf"," Wulf","1","2"
"1615"," Wulf"," Wulf"," Wulf"," Wulf"," Вульф"," Wulf"," Wulf"," Wulf"," Wulf"," Wulf","1","2"
"1616"," Fentleberry"," Fentleberry"," Fentleberry"," Fentelbeere"," Фентлберри"," Fentleberry"," Fentleberry"," Fentleberry"," Fentleberry"," Fentleberry","1","2"
"1617"," Hoffenmiester"," Hoffenmiester"," Hoffenmiester"," Hoffenmeister"," Хоффенмейстер"," Hoffenmiester"," Hoffenmiester"," Hoffenmiester"," Hoffenmiester"," Hoffenmiester","1","2"
"1618"," Smutzer"," Smutzer"," Smutzer"," Schmutzer"," Шмуцер"," Smutzer"," Smutzer"," Smutzer"," Smutzer"," Smutzer","1","2"
"1619"," Panzermann"," Panzermann"," Panzermann"," Panzermann"," Панцерман"," Panzermann"," Panzermann"," Panzermann"," Panzermann"," Panzermann","1","2"
"1620"," Valdric"," Valdric"," Valdric"," Valdric"," Валдрик"," Valdric"," Valdric"," Valdric"," Valdric"," Valdric","1","2"
"1621"," Hamlyn"," Hamlyn"," Hamlyn"," Hamlyn"," Хамлин"," Hamlyn"," Hamlyn"," Hamlyn"," Hamlyn"," Hamlyn","1","2"
"1622"," Theoderic"," Theoderic"," Theoderic"," Theoderic"," Теодерик"," Theoderic"," Theoderic"," Theoderic"," Theoderic"," Theoderic","1","2"
"1623"," Sigric"," Sigric"," Sigric"," Sigric"," Сигрик"," Sigric"," Sigric"," Sigric"," Sigric"," Sigric","1","2"
"1624"," Hermann"," Hermann"," Hermann"," Hermann"," Германн"," Hermann"," Hermann"," Hermann"," Hermann"," Hermann","1","2"
"1625"," Fleisch"," Fleisch"," Fleisch"," Fleisch"," Флейш"," Fleisch"," Fleisch"," Fleisch"," Fleisch"," Fleisch","1","2"
"1626"," Valdred"," Valdred"," Valdred"," Valdred"," Валдред"," Valdred"," Valdred"," Valdred"," Valdred"," Valdred","1","2"
"1627"," Advar"," Advar"," Advar"," Advar"," Адвар"," Advar"," Advar"," Advar"," Advar"," Advar","1","2"
"1628"," Ulman"," Ulman"," Ulman"," Ulman"," Улман"," Ulman"," Ulman"," Ulman"," Ulman"," Ulman","1","2"
"1629"," Leopold"," Leopold"," Leopold"," Leopold"," Леопольд"," Leopold"," Leopold"," Leopold"," Leopold"," Leopold","1","2"
"1630"," Voltz"," Voltz"," Voltz"," Voltz"," Вольц"," Voltz"," Voltz"," Voltz"," Voltz"," Voltz","1","2"
"1631"," Wulf"," Wulf"," Wulf"," Wulf"," Вульф"," Wulf"," Wulf"," Wulf"," Wulf"," Wulf","1","2"
"1632"," Lutolf"," Lutolf"," Lutolf"," Lutolf"," Лутольф"," Lutolf"," Lutolf"," Lutolf"," Lutolf"," Lutolf","1","2"
"1633"," Bosch"," Bosch"," Bosch"," Bosch"," Бош"," Bosch"," Bosch"," Bosch"," Bosch"," Bosch","1","2"
"1634"," Farren"," Farren"," Farren"," Farren"," Фаррен"," Farren"," Farren"," Farren"," Farren"," Farren","1","2"
"1635"," Wulf"," Wulf"," Wulf"," Wulf"," Вульф"," Wulf"," Wulf"," Wulf"," Wulf"," Wulf","1","2"
"1636"," Ottmann"," Ottmann"," Ottmann"," Ottmann"," Оттманн"," Ottmann"," Ottmann"," Ottmann"," Ottmann"," Ottmann","1","2"
"1637"," Urquhart"," Urquhart"," Urquhart"," Urquhart"," Уркхарт"," Urquhart"," Urquhart"," Urquhart"," Urquhart"," Urquhart","1","2"
"1638","Aed","Aed","Aed","Aed","Аэд","Aed","Aed","Aed","Aed","Aed","21","1"
"1639","Aeth","Aeth","Aeth","Aeth","Аэт","Aeth","Aeth","Aeth","Aeth","Aeth","21","1"
"1640","Alth","Alth","Alth","Alth","Алт","Alth","Alth","Alth","Alth","Alth","21","1"
"1641","An","An","An","An","Ан","An","An","An","An","An","21","1"
"1642","And","And","And","And","Анд","And","And","And","And","And","21","1"
"1643","Arg","Arg","Arg","Arg","Арг","Arg","Arg","Arg","Arg","Arg","21","1"
"1644","Av","Av","Av","Av","Ав","Av","Av","Av","Av","Av","21","1"
"1645","Ban","Ban","Ban","Ban","Бан","Ban","Ban","Ban","Ban","Ban","21","1"
"1646","Beth","Beth","Beth","Beth","Бет","Beth","Beth","Beth","Beth","Beth","21","1"
"1647","Cad","Cad","Cad","Cad","Кад","Cad","Cad","Cad","Cad","Cad","21","1"
"1648","Cael","Cael","Cael","Cael","Каэль","Cael","Cael","Cael","Cael","Cael","21","1"
"1649","Caem","Caem","Caem","Caem","Каэм","Caem","Caem","Caem","Caem","Caem","21","1"
"1650","Cal","Cal","Cal","Cal","Кал","Cal","Cal","Cal","Cal","Cal","21","1"
"1651","Cam","Cam","Cam","Cam","Кам","Cam","Cam","Cam","Cam","Cam","21","1"
"1652","Cel","Cel","Cel","Cel","Сел","Cel","Cel","Cel","Cel","Cel","21","1"
"1653","Cir","Cir","Cir","Cir","Кир","Cir","Cir","Cir","Cir","Cir","21","1"
"1654","El","El","El","El","Эл","El","El","El","El","El","21","1"
"1655","Eld","Eld","Eld","Eld","Элд","Eld","Eld","Eld","Eld","Eld","21","1"
"1656","Elth","Elth","Elth","Elth","Элт","Elth","Elth","Elth","Elth","Elth","21","1"
"1657","En","En","En","En","Эн","En","En","En","En","En","21","1"
"1658","End","End","End","End","Энд","End","End","End","End","End","21","1"
"1659","Er","Er","Er","Er","Эр","Er","Er","Er","Er","Er","21","1"
"1660","Ers","Ers","Ers","Ers","Эрс","Ers","Ers","Ers","Ers","Ers","21","1"
"1661","Fand","Fand","Fand","Fand","Фанд","Fand","Fand","Fand","Fand","Fand","21","1"
"1662","Fer","Fer","Fer","Fer","Фер","Fer","Fer","Fer","Fer","Fer","21","1"
"1663","Fim","Fim","Fim","Fim","Фим","Fim","Fim","Fim","Fim","Fim","21","1"
"1664","Gal","Gal","Gal","Gal","Гал","Gal","Gal","Gal","Gal","Gal","21","1"
"1665","Gald","Gald","Gald","Gald","Галд","Gald","Gald","Gald","Gald","Gald","21","1"
"1666","Gaes","Gaes","Gaes","Gaes","Гаэс","Gaes","Gaes","Gaes","Gaes","Gaes","21","1"
"1667","Gaen","Gaen","Gaen","Gaen","Гаэн","Gaen","Gaen","Gaen","Gaen","Gaen","21","1"
"1668","Ged","Ged","Ged","Ged","Гед","Ged","Ged","Ged","Ged","Ged","21","1"
"1669","Ges","Ges","Ges","Ges","Гес","Ges","Ges","Ges","Ges","Ges","21","1"
"1670","Glor","Glor","Glor","Glor","Глор","Glor","Glor","Glor","Glor","Glor","21","1"
"1671","Has","Has","Has","Has","Хаз","Has","Has","Has","Has","Has","21","1"
"1672","Hath","Hath","Hath","Hath","Хат","Hath","Hath","Hath","Hath","Hath","21","1"
"1673","Hel","Hel","Hel","Hel","Хэл","Hel","Hel","Hel","Hel","Hel","21","1"
"1674","Heth","Heth","Heth","Heth","Хет","Heth","Heth","Heth","Heth","Heth","21","1"
"1675","Hith","Hith","Hith","Hith","Хит","Hith","Hith","Hith","Hith","Hith","21","1"
"1676","Ind","Ind","Ind","Ind","лнд","Ind","Ind","Ind","Ind","Ind","21","1"
"1677","Ist","Ist","Ist","Ist","лст","Ist","Ist","Ist","Ist","Ist","21","1"
"1678","Ith","Ith","Ith","Ith","лт","Ith","Ith","Ith","Ith","Ith","21","1"
"1679","Iy","Iy","Iy","Iy","ли","Iy","Iy","Iy","Iy","Iy","21","1"
