"ID","English","French","Italian","German","Russian","Spanish","Czech","Hungarian","Polish"
"750","Quytk","Quytk","Quytk","Quytk","Куйтк","Quytk","Quytk","Quytk","Quytk"
"751","Lhilutch","Lhilutch","Lhilutch","Lhilutch","Лилуч","Lhilutch","Lhilutch","Lhilutch","Lhilutch"
"752","Kreecut","Kreecut","Kreecut","Kreecut","Креереж","Kreecut","Kreecut","Kreecut","Kreecut"
"753","Fittzh","Fittzh","Fittzh","Fittzh","Фиттж","Fittzh","Fittzh","Fittzh","Fittzh"
"754","Ikii","Ikii","Ikii","Ikii","Икии","Ikii","Ikii","Ikii","Ikii"
"755","Neeutch","Neeutch","Neeutch","Neeutch","Ниуч","Neeutch","Neeutch","Neeutch","Neeutch"
"756","Gurk","Gurk","Gurk","Gurk","Гурк","Gurk","Gurk","Gurk","Gurk"
"757","Mozu'k","Mozu'k","Mozu'k","Mozu'k","Мозу'К","Mozu'k","Mozu'k","Mozu'k","Mozu'k"
"758","Zigzaggasnagga","Zigzaggasnagga","Zigzaggasnagga","Zigzaggasnagga","Зигзагаснага","Zigzaggasnagga","Zigzaggasnagga","Zigzaggasnagga","Zigzaggasnagga"
"759","Witit","Witit","Witit","Witit","Витит","Witit","Witit","Witit","Witit"
"760","Snivel","Snivel","Snivel","Snivel","Хныкун","Snivel","Snivel","Snivel","Snivel"
"761","Gritgob","Gritgob","Gritgob","Gritgob","Хамгоб","Gritgob","Gritgob","Gritgob","Gritgob"
"762","Gritguts","Gritguts","Gritguts","Gritguts","Хамбрюх","Gritguts","Gritguts","Gritguts","Gritguts"
"763","Twich","Twich","Twich","Twich","Твич","Twich","Twich","Twich","Twich"
"764","Mukshag","Mukshag","Mukshag","Mukshag","Мукшаг","Mukshag","Mukshag","Mukshag","Mukshag"
"765","Snetik","Snetik","Snetik","Snetik","Снетик","Snetik","Snetik","Snetik","Snetik"
"766","Woltik","Woltik","Woltik","Woltik","Волтик","Woltik","Woltik","Woltik","Woltik"
"767","Nittik","Nittik","Nittik","Nittik","Ниттик","Nittik","Nittik","Nittik","Nittik"
"768","Figmuk","Figmuk","Figmuk","Figmuk","Фигмук","Figmuk","Figmuk","Figmuk","Figmuk"
"769","Dribbli","Dribbli","Dribbli","Dribbli","Дриббли","Dribbli","Dribbli","Dribbli","Dribbli"
"770","Skarfag","Skarfag","Skarfag","Skarfag","Шрамфаг","Skarfag","Skarfag","Skarfag","Skarfag"
"771","Swafag","Swafag","Swafag","Swafag","Свафаг","Swafag","Swafag","Swafag","Swafag"
"772","Trok'k","Trok'k","Trok'k","Trok'k","Трок'К","Trok'k","Trok'k","Trok'k","Trok'k"
"773","Gac'k","Gac'k","Gac'k","Gac'k","Гак'К","Gac'k","Gac'k","Gac'k","Gac'k"
"774","Kwikspinspin","Kwikspinspin","Kwikspinspin","Kwikspinspin","Крутикрутибырей","Kwikspinspin","Kwikspinspin","Kwikspinspin","Kwikspinspin"
"775","Nagnargob","Nagnargob","Nagnargob","Nagnargob","Нагнаргоб","Nagnargob","Nagnargob","Nagnargob","Nagnargob"
"776","Makapuke","Makapuke","Makapuke","Makapuke","Маказу'К","Makapuke","Makapuke","Makapuke","Makapuke"
"777","Nagang","Nagang","Nagang","Nagang","Нуданг","Nagang","Nagang","Nagang","Nagang"
"778","Skarbum","Skarbum","Skarbum","Skarbum","Шрамбум","Skarbum","Skarbum","Skarbum","Skarbum"
"779","Rikkit","Rikkit","Rikkit","Rikkit","Риккит","Rikkit","Rikkit","Rikkit","Rikkit"
"780","Gobfur","Gobfur","Gobfur","Gobfur","Гобфур","Gobfur","Gobfur","Gobfur","Gobfur"
"781","Brikgit","Brikgit","Brikgit","Brikgit","Брикгит","Brikgit","Brikgit","Brikgit","Brikgit"
"782","Sniwgob","Sniwgob","Sniwgob","Sniwgob","Снивгоб","Sniwgob","Sniwgob","Sniwgob","Sniwgob"
"783","Ssikrik","Ssikrik","Ssikrik","Ssikrik","Ссикрик","Ssikrik","Ssikrik","Ssikrik","Ssikrik"
"784","Gutlubba","Gutlubba","Gutlubba","Gutlubba","Брюхлубба","Gutlubba","Gutlubba","Gutlubba","Gutlubba"
"785","Squigbang","Squigbang","Squigbang","Squigbang","Сквигбах","Squigbang","Squigbang","Squigbang","Squigbang"
"786","Nizwir","Nizwir","Nizwir","Nizwir","Низвир","Nizwir","Nizwir","Nizwir","Nizwir"
"787","Kwagit","Kwagit","Kwagit","Kwagit","Квагит","Kwagit","Kwagit","Kwagit","Kwagit"
"788","Graka'r","Graka'r","Graka'r","Graka'r","Грака'р","Graka'r","Graka'r","Graka'r","Graka'r"
"789","Zargr'z","Zargr'z","Zargr'z","Zargr'z","Заргр'з","Zargr'z","Zargr'z","Zargr'z","Zargr'z"
"790","Gnikkatwista","Gnikkatwista","Gnikkatwista","Gnikkatwista","Крутьверть","Gnikkatwista","Gnikkatwista","Gnikkatwista","Gnikkatwista"
"791","Skarpik","Skarpik","Skarpik","Skarpik","Шрампик","Skarpik","Skarpik","Skarpik","Skarpik"
"792","Choknitt","Choknitt","Choknitt","Choknitt","Чокнитт","Choknitt","Choknitt","Choknitt","Choknitt"
"793","Makari","Makari","Makari","Makari","Макари","Makari","Makari","Makari","Makari"
"794","Naggalob","Naggalob","Naggalob","Naggalob","Нудлоб","Naggalob","Naggalob","Naggalob","Naggalob"
"795","Slobba","Slobba","Slobba","Slobba","Неряха","Slobba","Slobba","Slobba","Slobba"
"796","Scoffgob","Scoffgob","Scoffgob","Scoffgob","Скоффгоб","Scoffgob","Scoffgob","Scoffgob","Scoffgob"
"797","Fugbang","Fugbang","Fugbang","Fugbang","Фугбах","Fugbang","Fugbang","Fugbang","Fugbang"
"798","Grubbi","Grubbi","Grubbi","Grubbi","Грубби","Grubbi","Grubbi","Grubbi","Grubbi"
"799","Scitnik","Scitnik","Scitnik","Scitnik","Плевник","Scitnik","Scitnik","Scitnik","Scitnik"
"800","Nipak","Nipak","Nipak","Nipak","Нипак","Nipak","Nipak","Nipak","Nipak"
"801","Ssipak","Ssipak","Ssipak","Ssipak","Ссипак","Ssipak","Ssipak","Ssipak","Ssipak"
"802","Skweegus","Skweegus","Skweegus","Skweegus","Сквигус","Skweegus","Skweegus","Skweegus","Skweegus"
"803","Skorfang","Skorfang","Skorfang","Skorfang","Скорфанг","Skorfang","Skorfang","Skorfang","Skorfang"
"804","Gorn","Gorn","Gorn","Gorn","Горн","Gorn","Gorn","Gorn","Gorn"
"805","Kardel the Fast","Kardel le Rapide","Kardel il veloce","Kardel der Schnelle","Кардел Быстрый","Kardel el Rápido","Kardel Rychlý","Kardel, a lassú","Kardel Szybki"
"806","Shari the Mad","Shari le Fou","Shari il pazzo","Shari der Wahnsinnige","Шэри Безумный","Shari el Loco","Shari Šílený","Shari, az őrült","Shari Szalony"
"808","Jek the Ugly","Jek le Laid","Jek il brutto","Jek der Hässliche","Джек Злой","Jek el Feo","Jek Hnusný","Jek, a csúf","Jek Paskudny"
"809","Boris the Eater","Boris le Mangeur","Boris il mangiatore","Boris der Verfressene","Борис Едок","Boris el Devorador","Boris Požírač","Boris, a falánk","Boris the Eater"
"810","Arne Filibert","Arne Filibert","Arne Filibert","Arne Filibert","Арне Филиберт","Arne Filibert","Arne Filibert","Arne Filibert","Arne Filibert"
"811","Alaric Wilfried","Alaric Wilfried","Alaric Wilfried","Alaric Wilfried","Аларик Вильфред","Alaric Wilfried","Alaric Wilfried","Alaric Wilfried","Alaric Wilfried"
"812","Hildred Seppel","Hildred Seppel","Hildred Seppel","Hildred Seppel","Хильдред Сеппель","Hildred Seppel","Hildred Seppel","Hildred Seppel","Hildred Seppel"
"813","Odamar Rudi","Odamar Rudi","Odamar Rudi","Odamar Rudi","Одамар Руди","Odamar Rudi","Odamar Rudi","Odamar Rudi","Odamar Rudi"
"814","Barnabas Ottmann","Barnabas Ottmann","Barnabas Ottmann","Barnabas Ottmann","Барнабас Оттманн","Barnabas Ottmann","Barnabas Ottmann","Barnabas Ottmann","Barnabas Ottmann"
"815","Edwin Voltz","Edwin Voltz","Edwin Voltz","Edwin Voltz","Эдвин Вольц","Edwin Voltz","Edwin Voltz","Edwin Voltz","Edwin Voltz"
"816","Fuggz Knee-Capper","Fuggz Casse-Genoux","Fuggz Gambizzatore","Fuggz Kniebrecher","Фуггз Вырвиног","Fuggz Romperrodillas","Fuggz Kolenosek","Térdzúzó Fuggz","Fuggz KolanoÃ
âam"
"817","Lesych","Lesych","Lesych","Lesych","Лесих","Lesych","Lesych","Lesych","Lesych"
"818","Sneecut","Sneecut","Sneecut","Sneecut","Снеереж","Sneecut","Sneecut","Sneecut","Sneecut"
"819","Fintk","Fintk","Fintk","Fintk","Финтк","Fintk","Fintk","Fintk","Fintk"
"820","Thanyz","Thanyz","Thanyz","Thanyz","Таниз","Thanyz","Thanyz","Thanyz","Thanyz"
"821","Ikei","Ikei","Ikei","Ikei","Икей","Ikei","Ikei","Ikei","Ikei"
"822","Whukit","Whukit","Whukit","Whukit","Вукит","Whukit","Whukit","Whukit","Whukit"
"823","Thanlut","Thanlut","Thanlut","Thanlut","Танлут","Thanlut","Thanlut","Thanlut","Thanlut"
"824","Quyych","Quyych","Quyych","Quyych","Куйич","Quyych","Quyych","Quyych","Quyych"
"825","Kweych","Kweych","Kweych","Kweych","Квеич","Kweych","Kweych","Kweych","Kweych"
"826","Minij","Minij","Minij","Minij","Миний","Minij","Minij","Minij","Minij"
"827","Clawrend","Clawrend","Clawrend","Clawrend","Когтерез","Clawrend","Clawrend","Clawrend","Clawrend"
"829","Uriuthan","Uriuthan","Uriuthan","Uriuthan","Уриутан","Uriuthan","Uriuthan","Uriuthan","Uriuthan"
"830","Tabenlae","Tabenlae","Tabenlae","Tabenlae","Табенлаэ","Tabenlae","Tabenlae","Tabenlae","Tabenlae"
"831","Toraleys","Toraleys","Toraleys","Toraleys","Торалэйс","Toraleys","Toraleys","Toraleys","Toraleys"
"832","Aelrytir","Aelrytir","Aelrytir","Aelrytir","Аэлритир","Aelrytir","Aelrytir","Aelrytir","Aelrytir"
"833","Fimohir","Fimohir","Fimohir","Fimohir","Фимохир","Fimohir","Fimohir","Fimohir","Fimohir"
"834","Caminmael","Caminmael","Caminmael","Caminmael","Каминмаел","Caminmael","Caminmael","Caminmael","Caminmael"
"835","Nendhil","Nendhil","Nendhil","Nendhil","Нендил","Nendhil","Nendhil","Nendhil","Nendhil"
"836","Avadrys","Avadrys","Avadrys","Avadrys","Авадрис","Avadrys","Avadrys","Avadrys","Avadrys"
"837","Astalthyr","Astalthyr","Astalthyr","Astalthyr","Асталтир","Astalthyr","Astalthyr","Astalthyr","Astalthyr"
"838","Istothae","Istothae","Istothae","Istothae","Истотэ","Istothae","Istothae","Istothae","Istothae"
"839","Flashing Norolarth","Norolarth le Rapide","Flashing Norolarth","Norolarth Blitz","Блистательный Нороларт","Relámpago Norolarth","Bleskový Norolarth","Flashing Norolarth","Flashing Norolarth"
"840","Kaithysior","Kaithysior","Kaithysior","Kaithysior","Кайтисиор","Kaithysior","Kaithysior","Kaithysior","Kaithysior"
"841","Lanelithi","Lanelithi","Lanelithi","Lanelithi","Ланелити","Lanelithi","Lanelithi","Lanelithi","Lanelithi"
"842","Hethirnae","Hethirnae","Hethirnae","Hethirnae","Хетирнэ","Hethirnae","Hethirnae","Hethirnae","Hethirnae"
"843","Endlan","Endlan","Endlan","Endlan","Эндлан","Endlan","Endlan","Endlan","Endlan"
"844","Ithfaensithi","Ithfaensithi","Ithfaensithi","Ithfaensithi","Итфэнсити","Ithfaensithi","Ithfaensithi","Ithfaensithi","Ithfaensithi"
"845","Talonriel","Talonriel","Talonriel","Talonriel","Талонриэль","Talonriel","Talonriel","Talonriel","Talonriel"
"846","Killieth","Killieth","Killieth","Killieth","Киллит","Killieth","Killieth","Killieth","Killieth"
"847","Paingiver Kyrithteal","Kyrithteal le Douloureux","Paingiver Kyrithteal","Kyrithteal Peingeber","Палач Киритэл","Torturador Kyrithteal","Kyrithteal Krutor","Paingiver Kyrithteal","Paingiver Kyrithteal"
"848","Murderous Malselrinth","Malselrinth le Meurtrier","Murderous Malselrinth","Mörderischer Malselrinth","Убийца Малсеринт","Asesino Malselrinth","Vražedný Malselrinth","Murderous Malselrinth","Murderous Malselrinth"
"849","Terror Saldith","Terror Saldith","Terror Saldith","Saldith Schreck","Ужас Салдит","Terror Saldith","Terror Saldith","Terror Saldith","Terror Saldith"
"850","Gaenraelle","Gaenraelle","Gaenraelle","Gaenraelle","Гаэнраэлле","Gaenraelle","Gaenraelle","Gaenraelle","Gaenraelle"
"851","Kyithil","Kyithil","Kyithil","Kyithil","Китил","Kyithil","Kyithil","Kyithil","Kyithil"
"852","Ridnaen","Ridnaen","Ridnaen","Ridnaen","Риднаен","Ridnaen","Ridnaen","Ridnaen","Ridnaen"
"853","Nolroleth","Nolroleth","Nolroleth","Nolroleth","Нолролет","Nolroleth","Nolroleth","Nolroleth","Nolroleth"
"854","Laenbeth","Laenbeth","Laenbeth","Laenbeth","Лаенбет","Laenbeth","Laenbeth","Laenbeth","Laenbeth"
"855","Galfil","Galfil","Galfil","Galfil","Галфил","Galfil","Galfil","Galfil","Galfil"
"856","Harketh","Harketh","Harketh","Harketh","Харкэт","Harketh","Harketh","Harketh","Harketh"
"857","Elthtain","Elthtain","Elthtain","Elthtain","Элттейн","Elthtain","Elthtain","Elthtain","Elthtain"
"858","Telosoth","Telosoth","Telosoth","Telosoth","Телосот","Telosoth","Telosoth","Telosoth","Telosoth"
"859","Pierced Torrel","Torrel le Perceur","Pierced Torrel","Spießender Torrel","Пронзенный Торрел","Pinchado Torrel","Torrel Bodavý","Pierced Torrel","Pierced Torrel"
"860","Slicing Malsyldrior","Malsyldrior le Coupant","Slicing Malsyldrior","Schlitzender Malsyldrior","Крошитель Малсилдриор","Cortador Malsyldrior","Malsyldrior Mečíř","Slicing Malsyldrior","Slicing Malsyldrior"
"861","Slaver Talfintar","Talfintar le Baveur","Slaver Talfintar","Geifernder Talfintar","Рабовладелец Талнинтар","Esclavizador Talfintar","Otrokář Talfintar","Slaver Talfintar","Slaver Talfintar"
"862","Cadnal","Cadnal","Cadnal","Cadnal","Каднал","Cadnal","Cadnal","Cadnal","Cadnal"
"863","Cirbrior","Cirbrior","Cirbrior","Cirbrior","Кирбриор","Cirbrior","Cirbrior","Cirbrior","Cirbrior"
"864","Caelmair","Caelmair","Caelmair","Caelmair","Каэлмейр","Caelmair","Caelmair","Caelmair","Caelmair"
"865","Anmael","Anmael","Anmael","Anmael","Анмаел","Anmael","Anmael","Anmael","Anmael"
"866","Malithina","Malithina","Malithina","Malithina","Малитина","Malithina","Malithina","Malithina","Malithina"
"867","Meuloseos","Meuloseos","Meuloseos","Meuloseos","Мелосеос","Meuloseos","Meuloseos","Meuloseos","Meuloseos"
"868","Masdrir","Masdrir","Masdrir","Masdrir","Масдрир","Masdrir","Masdrir","Masdrir","Masdrir"
"869","Tyonirytor","Tyonirytor","Tyonirytor","Tyonirytor","Тиониритор","Tyonirytor","Tyonirytor","Tyonirytor","Tyonirytor"
"870","Talons Tabranil","Talons Tabranil","Talons Tabranil","Talons Tabranil","Талонс Табранил","Talons Tabranil","Talons Tabranil","Talons Tabranil","Talons Tabranil"
"871","Sharp Indeorl","Sharp Indeorl","Sharp Indeorl","Indeorl Scharf","Сообразительный Индеорл","Sharp Indeorl","Sharp Indeorl","Sharp Indeorl","Sharp Indeorl"
"873","Mesani","Mesani","Mesani","Mesani","Месани","Mesani","Mesani","Mesani","Mesani"
"874","Lanith","Lanith","Lanith","Lanith","Ланит","Lanith","Lanith","Lanith","Lanith"
"875","Laromael","Laromael","Laromael","Laromael","Ларомаел","Laromael","Laromael","Laromael","Laromael"
"876","Eralisior","Eralisior","Eralisior","Eralisior","Эрализиор","Eralisior","Eralisior","Eralisior","Eralisior"
"877","Gaendror","Gaendror","Gaendror","Gaendror","Гаэндрор","Gaendror","Gaendror","Gaendror","Gaendror"
"878","Athrarosyr","Athrarosyr","Athrarosyr","Athrarosyr","Атраросир","Athrarosyr","Athrarosyr","Athrarosyr","Athrarosyr"
"879","Riabbis","Riabbis","Riabbis","Riabbis","Риаббис","Riabbis","Riabbis","Riabbis","Riabbis"
"880","Limion","Limion","Limion","Limion","Лимион","Limion","Limion","Limion","Limion"
"881","Raketh darkblade","Raketh Sombre Epée","Raketh Spadascura","Raketh Schwarzklinge","Ракет Черноклинок","Raketh hojaoscura","Raketh Temnomeč","Raketh darkblade","Raketh darkblade"
"882","Razor Rynothar","Rynothar le Rasoir","Razor Rynothar","Rynothar Rasierer","Бритва Ринотар","Cuchilla Rynothar","Rynothar Břitva","Razor Rynothar","Razor Rynothar"
"883","Malicious Methelys","Methelys le Malin","Malicious Methelys","Maliziöser Methely","Злобный Метелис","Malicioso Methelys","Tvrdý Methelys","Malicious Methelys","Malicious Methelys"
"884","Killer Kyirentae","Kyirentae le Tueur","Killer Kyirentae","Killer Kyirentae","Убийца Кирентаэ","Asesino Kyirentae","Zabiják Kyirentae","Killer Kyirentae","Killer Kyirentae"
"885","Genralsys","Genralsys","Genralsys","Genralsys","Дженралсис","Genralsys","Genralsys","Genralsys","Genralsys"
"886","Telmarys","Telmarys","Telmarys","Telmarys","Телмарис","Telmarys","Telmarys","Telmarys","Telmarys"
"887","Aelaeith","Aelaeith","Aelaeith","Aelaeith","Аэлейт","Aelaeith","Aelaeith","Aelaeith","Aelaeith"
"888","Aetheoth","Aetheoth","Aetheoth","Aetheoth","Аэтэот","Aetheoth","Aetheoth","Aetheoth","Aetheoth"
"889","Ellisyrior","Ellisyrior","Ellisyrior","Ellisyrior","Эллисириор","Ellisyrior","Ellisyrior","Ellisyrior","Ellisyrior"
"890","Hithinae","Hithinae","Hithinae","Hithinae","Хитинэ","Hithinae","Hithinae","Hithinae","Hithinae"
"891","Helfin","Helfin","Helfin","Helfin","Хелфин","Helfin","Helfin","Helfin","Helfin"
"892","Hithwe","Hithwe","Hithwe","Hithwe","Хитве","Hithwe","Hithwe","Hithwe","Hithwe"
"893","Fereoth","Fereoth","Fereoth","Fereoth","Ферэот","Fereoth","Fereoth","Fereoth","Fereoth"
"894","Terror Hakelth","Terror Hakelth","Terror Hakelth","Hakelth Schreck","Ужас Хакелт","Terror Hakelth","Terror Hakelth","Terror Hakelth","Terror Hakelth"
"895","Murderer Morteos","Morteos le Tueur","Sicario Morteos","Mörder Morteos","Убийца Мортеус","Asesino Morteos","Vrah Morteos","Murderer Morteos","Murderer Morteos"
"896","Spiteful Yveilsar","Yveilsar le Cracheur","Spiteful Yveilsar","Boshafter Yveilsar","Злобный Ивелизар","Vengativo Yveilsar","Zlomyslný Yveilsar","Spiteful Yveilsar","Spiteful Yveilsar"
"897","Rending Heltain","Heltain le Déchireur","Rending Heltain","Herzlicher Heltain","Разрыватель Хелтейн","Desgarrador Heltain","Trhající Heltain","Rending Heltain","Rending Heltain"
"898","Eldili","Eldili","Eldili","Eldili","Элдили","Eldili","Eldili","Eldili","Eldili"
"899","Finoleys","Finoleys","Finoleys","Finoleys","Финолэйс","Finoleys","Finoleys","Finoleys","Finoleys"
"900","Nenmael","Nenmael","Nenmael","Nenmael","Ненмаел","Nenmael","Nenmael","Nenmael","Nenmael"
"901","Lilenlor","Lilenlor","Lilenlor","Lilenlor","Лиленлор","Lilenlor","Lilenlor","Lilenlor","Lilenlor"
"902","Tanlos","Tanlos","Tanlos","Tanlos","Танлос","Tanlos","Tanlos","Tanlos","Tanlos"
"903","Nalryel","Nalryel","Nalryel","Nalryel","Налриел","Nalryel","Nalryel","Nalryel","Nalryel"
"904","Lalaen","Lalaen","Lalaen","Lalaen","Лалаен","Lalaen","Lalaen","Lalaen","Lalaen"
"905","Hethir","Hethir","Hethir","Hethir","Хетир","Hethir","Hethir","Hethir","Hethir"
"906","Toreoth","Toreoth","Toreoth","Toreoth","Торэот","Toreoth","Toreoth","Toreoth","Toreoth"
"907","Cirmael","Cirmael","Cirmael","Cirmael","Кирмаел","Cirmael","Cirmael","Cirmael","Cirmael"
"908","Naraseth Shadowcloak","Naraseth Sombrecape","Naraseth Ombromanto","Naraseth Schattenhang","Нарасет Тенеплащ","Naraseth Capasombría","Naraseth Stínoplášť","Naraseth Shadowcloak","Naraseth Cienisty PÃ
âaszcz"
"909","Terror Tabriorn","Tabriorn la Terreur","Terror Tabriorn","Terror Tabriorn","Ужас Табриорн","Terror Tabriorn","Drsný Tabriorn","Terror Tabriorn","Terror Tabriorn"
"910","Torturer Telthar","Telthar le Tortionnaire","Torturer Telthar","Folterer Felthar","Мучитель Телтар","Torturador Telthar","Mučitel Telthar","Torturer Telthar","Torturer Telthar"
"911","Lothrinfelle","Lothrinfelle","Lothrinfelle","Lothrinfelle","Лотринфелле","Lothrinfelle","Lothrinfelle","Lothrinfelle","Lothrinfelle"
"912","Jean-Paul Mussen","Jean-Paul Mussen","Jean-Paul Mussen","Jean-Paul Mussen","Жан-Поль Муссен","Jean-Paul Mussen","Jean-Paul Mussen","Jean-Paul Mussen","Jean-Paul Mussen"
"926","Captain Goreye","Captain Goreye","Captain Goreye","Käpt'n Goraug","Капиан Кровоглаз","Captain Goreye","Captain Goreye","Captain Goreye","Captain Goreye"
"927","Left Ear Limpa","Left Ear Limpa","Left Ear Limpa","Lumpi Linksohr","Хромоног Левое Ухо","Left Ear Limpa","Left Ear Limpa","Left Ear Limpa","Left Ear Limpa"
"928","Choppa","Choppa","Choppa","Hacka","Рубило","Choppa","Choppa","Choppa","Choppa"
"929","Grok","Grok","Grok","Grok","Грок","Grok","Grok","Grok","Grok"
